Name,Year,Sex,SPR,CPI,Dam Name,Dam Year,Dam SPR,Dam CPI,Dam Sire Name,Dam Sire Year
Miracle Rose,2004/02/16,filly,,,,,,,,
Miss Laylee,2004/03/14,filly,73,1.2,Love and Marry,1998,72,3.9,Known Fact,1977
Moneymoneymoney,2004/03/01,gelding,81,2.1,Currency Quest,1993,75,2.0,Cryptoclearance,1984
Nano,2004/02/25,filly,,,,,,,,
One Step Better,2004/01/24,filly,30,1.0,Valid Leader,1995,90,3.4,Valid Appeal,1972
Pirate's Legacy,2004/05/26,filly,,,,,,,,
Poppy's Punkin,2004/05/02,gelding,89,2.7,Poppy's Passion,1986,98,7.5,Miswaki,1978
Razor Shark,2004/05/18,gelding,77,1.1,Bar U Mood,1990,96,6.3,Saratoga Six,1982
Ruby Crown,2004/02/18,filly,95,4.3,Brandy Rose,1994,98,7.2,Distinctive Pro,1979
Small Wonder,2004/04/09,filly,,,,,,,,
Spirited Away,2004/04/11,filly,90,5.7,Cape North,1993,63,0.8,Capote,1984
Spiritual Advisor,2004/04/13,colt,,,,,,,,
Star Singer,2004/05/16,filly,,,,,,,,
Stormin' Again,2004/03/05,colt,38,0.4,Storm Runner,1993,77,2.5,Miswaki,1978
Tessa Blue,2004/01/31,filly,1,12.9,Blue Sky Princess,1992,95,10.6,Conquistador Cielo,1979
Timber Cove,2004/04/09,colt,,,,,,,,
Wabi,2004/03/13,filly,,,,,,,,
Waltz to Victory,2004/03/20,filly,,,,,,,,
West Roses,2004/03/15,filly,76,1.4,Cat Play,1999,30,0.1,Storm Cat,1983
Unnamed,2005/03/25,filly,,,,,,,,
Unnamed,2005/03/03,colt,,,,,,,,
Unnamed,2005/05/11,filly,,,,,,,,
Unnamed,2005/02/20,colt,,,,,,,,
Unnamed,2005/06/05,colt,,,,,,,,
Ab Fab,2005/03/10,gelding,45,0.8,Fabulous,1995,30,0.1,Seeking the Gold,1985
Air Chart,2005/05/15,gelding,,,,,,,,
Al Asayl Rose,2005/04/16,filly,1,0.0,Eden,1998,57,1.5,Holy Bull,1991
Alpha Luck,2005/04/19,filly,92,1.9,Alpha Light,2000,51,1.5,Alphabet Soup,1991
Amadeus Musicus,2005/03/14,gelding,,,,,,,,
Awedacious Caren,2005/04/10,filly,,,,,,,,
Awesome Affair,2005/03/17,gelding,56,0.6,Bygone Blues,2000,,,Colonial Affair,1990
Awesome Chic,2005/02/21,filly,93,5.9,Trading,1995,95,3.5,A.P. Indy,1989
Awesome Easton,2005/05/26,gelding,52,1.0,Gregorian Chance,1996,89,7.4,American Chance,1989
Awesome I Am,2005/02/20,filly,89,6.3,Facts of Winning,1998,,,Known Fact,1977
Awesome Kris,2005/05/12,filly,54,1.0,Kris Is It,1996,84,1.6,Kris S.,1977
Awesome Launch,2005/02/19,colt,69,1.3,Sunny Laugh,1997,89,3.3,Relaunch,1976
Awesome Moment,2005/05/11,filly,86,2.0,Turkappeal,1993,95,4.9,Turkoman,1982
Awesome Six,2005/04/26,filly,79,2.7,Perfect Six,1996,98,7.9,Saratoga Six,1982
Barreling Home,2005/04/23,gelding,,,,,,,,
Bloomin' Ghost,2005/02/14,gelding,42,0.5,Maria's Mirage,1999,98,6.4,Maria's Mon,1993
Blooming Love,2005/03/12,filly,,,,,,,,
Bolero Queen,2005/01/27,filly,,,,,,,,
Bonafide Gift,2005/02/11,filly,,,,,,,,
Cat Witch,2005/01/27,filly,,,,,,,,
Coletta,2005/03/19,filly,,,,,,,,
Comeback Kid,2005/01/15,colt,,,,,,,,
Dream Again,2005/02/24,colt,60,1.8,Classy Mirage,1990,99,22.0,Storm Bird,1978
Dream Realized,2005/03/08,filly,,,,,,,,
El Vigilante,2005/02/12,colt,,,,,,,,
Elfriede,2005/05/01,filly,50,0.6,Festive Madam,1998,88,2.3,Festive,1985
Elsebeeb,2005/04/16,gelding,,,,,,,,
Encanto,2005/06/04,gelding,92,2.9,Serape,1988,98,11.8,Fappiano,1977
Fidelio,2005/03/17,colt,89,3.5,Betty B,1999,71,1.0,Devil's Bag,1981
Forbitten Cherry,2005/05/24,filly,,,,,,,,
Forestdale,2005/05/06,colt,,,,,,,,
Fusaichi P J (JPN),2005/05/18,colt,81,8.4,Really Rising,1994,61,1.1,For Really,1987
Gazumba,2005/03/03,gelding,76,1.9,Diadella,1997,98,12.8,Diesis (GB),1980
Giant Genius,2005/04/27,colt,,,,,,,,
Herz Boy,2005/05/09,gelding,52,0.7,Little Hero,1997,74,1.4,Valley Crossing,1988
I Am Awesome,2005/04/12,gelding,68,1.6,I Certainly Am,1990,86,1.7,Affirmed,1975
Just Awesome (JPN),2005/01/01,colt,1,0.0,Ransom the Dreamer,1995,64,4.8,Red Ransom,1987
Magnific,2005/05/13,colt,,,,,,,,
Major Force,2005/04/30,colt,,,,,,,,
Metal Marble,2005/03/28,gelding,30,0.3,Kurba,1991,77,5.1,Theatrical (IRE),1982
Milarita,2005/02/25,filly,,,,,,,,
Mille Grazie,2005/03/06,filly,,,,,,,,
Moon Wish,2005/01/31,filly,81,1.5,Wildaboutyouagain,1995,87,2.3,Risen Star,1985
Nice Again,2005/03/26,filly,,,,,,,,
No Penicillin,2005/03/06,filly,,,,,,,,
Nord Stern,2005/05/10,gelding,,,,,,,,
One to Know,2005/04/27,filly,43,0.4,Inspirational,1998,,,Lord At War (ARG),1980
Oso de Yen,2005/05/16,colt,10,0.1,Operate Quick,1988,70,0.6,Dr. Schwartzman,1981
Palmerstown,2005/04/15,gelding,63,1.0,My Chanel,1999,77,1.2,Gilded Time,1990
Pink Hibiscus,2005/02/16,filly,,,,,,,,
Racing Bran,2005/04/17,gelding,92,5.2,Believe Big Bran,1997,90,2.4,I Can't Believe,1988
Red Pine,2005/04/02,filly,89,2.5,Undercover,1999,97,6.5,Allen's Prospect,1982
Rose Bouquet,2005/02/11,filly,14,0.1,A. P. Andie,1998,89,3.0,Star de Naskra,1975
Rose Garland,2005/04/01,filly,,,,,,,,
Rubaiyat,2005/03/06,gelding,,,,,,,,
Sangaree,2005/02/10,colt,,,,,,,,
Seminary Field,2005/02/02,gelding,17,0.1,Holy Way,1999,61,0.6,Holy Bull,1991
Smoke Trail,2005/05/03,gelding,73,1.1,Great Beauty,1995,83,2.1,Great Gladiator,1977
Spacy Tracy,2005/03/08,filly,95,8.8,Tracy,1996,94,3.7,Theatrical (IRE),1982
Spankin New,2005/02/16,colt,,,,,,,,
Starstream,2005/02/28,filly,74,1.3,Dominique's Slew,1999,,,Seattle Slew,1974
Stormzapper,2005/02/07,gelding,59,0.5,Capture a Star,1999,,,Capote,1984
Surrealdeal,2005/03/10,gelding,71,1.3,Mom's Appeal,1998,85,1.8,Valid Appeal,1972
Sweet Gladys,2005/03/11,filly,84,2.0,Honey Eyed,1998,97,5.0,Lite the Fuse,1991
Terina,2005/03/02,filly,52,0.6,Yekaterina,1993,,,Strawberry Road (AUS),1979
Thunder Mountain,2005/02/23,gelding,56,0.7,Knot So Clever,1996,82,3.0,Twining,1991
Track Attack,2005/03/19,gelding,,,,,,,,
Truly Noble,2005/02/19,filly,,,,,,,,
Turbo Tony,2005/02/08,gelding,,,,,,,,
Vice Minister,2005/04/24,colt,,,,,,,,
Victorious Again,2005/05/17,filly,,,,,,,,
Weekend At the Spa,2005/03/10,gelding,15,0.1,Quiet Weekend,1999,69,2.3,Quiet American,1986
Unnamed,2006/02/09,filly,,,,,,,,
Unnamed,2006/05/08,filly,,,,,,,,
Unnamed,2006/04/23,gelding,,,,,,,,
Unnamed,2006/04/26,filly,,,,,,,,
A'mour Encore,2006/01/29,filly,,,,,,,,
Act Quickly,2006/03/07,filly,90,2.5,Instant Thought,2000,1,0.0,Kris S.,1977
Alamanda Drive,2006/05/14,filly,77,1.5,Dante's Mary,1999,,,Boston Harbor,1994
Allrightsreserved,2006/04/03,colt,,,,,,,,
Alpha Wave,2006/05/15,colt,,,,,,,,
Andhaar,2006/01/30,colt,,,,,,,,
Attaboy Billy,2006/02/06,gelding,,,,,,,,
Attractive One,2006/05/24,filly,,,,,,,,
Auxerrois,2006/02/16,colt,61,4.2,Sixtyone Margaux,1999,96,4.7,Cozzene,1980
Awesome Actor,2006/05/19,colt,81,2.1,Dramatical,1989,20,0.0,Theatrical (IRE),1982
Awesome Country,2006/03/12,colt,,,,,,,,
Awesome Ending,2006/04/18,gelding,21,0.2,Holy Lightning,1998,43,0.4,Holy Bull,1991
Awesome Fleet,2006/03/10,filly,1,0.0,Maggy Hawk,1994,86,1.7,Hawkster,1986
Awesome Grannie,2006/04/29,filly,90,3.3,Grandpa's Gray,1997,50,0.4,Cozzene,1980
Awesome Horsepower,2006/05/06,gelding,56,0.6,Capitol View,1995,94,5.4,Sports View,1987
Awesome Medicine,2006/03/03,filly,,,,,,,,
Awesome Mich,2006/03/31,gelding,71,1.3,Mymich,2000,92,3.6,A.P. Indy,1989
Awesome One,2006/02/26,filly,,,,,,,,
Awesome Style,2006/03/03,filly,38,0.4,Vintage Champagne,2000,1,0.0,A.P. Indy,1989
Awesome Surprise,2006/04/30,filly,,,,,,,,
Blank Check,2006/04/03,colt,74,1.6,Jostlin Kate,1999,51,0.6,Fit to Fight,1979
Burgee,2006/02/17,colt,,,,,,,,
Cool Dude,2006/04/14,gelding,,,,,,,,
Countess Imperio,2006/04/13,filly,,,,,,,,
Distinctively,2006/04/24,filly,92,3.0,Heavenly Prize,1991,99,69.4,Seeking the Gold,1985
Eloise,2006/04/17,filly,,,,,,,,
Everyday Heroes,2006/02/27,colt,,,,,,,,
Golden Larkspur,2006/03/30,filly,,,,,,,,
Golden Mystery,2006/05/20,filly,94,6.8,Mysterious Angel,1999,42,1.5,Saint Ballado,1989
Gone Awesome,2006/02/27,gelding,74,1.4,Gone to Venus,1991,98,7.7,Gone West,1984
Good Fun,2006/03/26,filly,,,,,,,,
Great Crusade,2006/04/01,gelding,60,0.9,Victory U. S. A.,2001,96,17.2,Victory Gallop,1995
Hansom Cab,2006/02/05,filly,,,,,,,,
Harpers Land,2006/04/21,gelding,65,0.8,Flower Forest,2000,98,5.9,Kris S.,1977
Hiptopia,2006/02/09,gelding,49,0.5,Tersa,1986,72,7.1,Mr. Prospector,1970
Ice Mint,2006/02/06,filly,89,2.3,Icelips,1999,84,1.6,Unbridled,1987
Image and Likeness,2006/04/19,gelding,,,,,,,,
Lejadami,2006/03/03,colt,,,,,,,,
Letavitsa,2006/01/15,filly,,,,,,,,
Logic,2006/02/01,gelding,46,0.5,Storm to Glory,1999,95,3.7,Storm Bird,1978
Lotsofawe,2006/03/04,filly,39,0.5,Galore,1997,49,0.3,Gulch,1984
Luv U Again,2006/04/09,filly,,,,,,,,
Magic Colour,2006/04/23,filly,68,1.1,Totally Cosmic,1999,89,3.4,Cozzene,1980
Majhood,2006/01/21,colt,60,1.2,Beyond Venus,2002,,,War Chant,1997
Maria Magdalena,2006/04/04,filly,,,,,,,,
Montmartre,2006/03/30,colt,16,0.1,Sacre Coeur,2000,94,3.6,Saint Ballado,1989
Mutasaddy,2006/02/15,gelding,36,0.4,Setareh,1997,95,5.9,Sky Classic,1987
Nakayama Tiger,2006/04/15,colt,7,0.2,Knock Off,1995,69,1.5,Fit to Fight,1979
Ninja of Love,2006/02/23,filly,,,,,,,,
Oxtankah,2006/02/13,colt,0,0.6,Kimme a Star,1997,81,1.5,Star de Naskra,1975
Papal Decree,2006/03/01,colt,33,0.3,Saintly Persuasion,2000,94,4.9,Saint Ballado,1989
Platinum Nights,2006/04/21,filly,,,,,,,,
Polterer,2006/01/22,gelding,,,,,,,,
Proud Again,2006/03/17,filly,,,,,,,,
Schochoh Road,2006/01/16,filly,37,0.4,Skip Lightly,1998,78,1.2,Skip Trial,1982
Sense of Honor,2006/03/27,gelding,,,,,,,,
She's Awesome,2006/04/24,filly,18,0.1,Tri's Passion,2000,87,2.9,Tri for the Gold,1990
Shining Force,2006/05/17,filly,,,,,,,,
Shopping Again,2006/03/26,filly,1,0.0,Shop Till You Drop,1999,90,4.2,Thunder Gulch,1992
Siberian Arrow,2006/02/12,colt,2,0.1,Miss Kate,1998,82,3.1,Storm Cat,1983
Snapshot,2006/05/18,gelding,71,2.5,Cajun Flash,1997,99,9.2,Bertrando,1989
Soaring Sun,2006/03/15,colt,,,,,,,,
Son of a Ghost,2006/05/04,gelding,,,,,,,,
Springside,2006/01/31,filly,94,9.5,Folly Dollar,1997,96,4.4,Digression,1987
Starter for Ten,2006/02/11,filly,,,,,,,,
Storm Wind,2006/05/04,gelding,,,,,,,,
Swatman,2006/04/23,gelding,,,,,,,,
Two Brash,2006/02/02,gelding,82,1.8,Impolite,2000,95,3.9,Two Punch,1983
Ultra Awesome,2006/04/22,filly,,,,,,,,
Up for the Fight,2006/03/30,filly,40,0.4,Changing Seasons,1996,83,2.1,Katowice,1987
Well Positioned,2006/04/09,colt,,,,,,,,
Whiskey Point,2006/04/23,gelding,23,0.2,Rachel's Halo,1995,46,0.3,Sunny's Halo,1980
Wolf Mountain,2006/04/23,gelding,,,,,,,,
Unnamed,2007/03/23,filly,,,,,,,,
Unnamed,2007/04/11,colt,,,,,,,,
Amazing Storm,2007/03/14,filly,34,0.3,Lost in the Storm,2003,,,Storm Cat,1983
Askari,2007/04/08,colt,44,0.4,Alpha Heat,1999,95,8.3,Alphabet Soup,1991
Atlantic Park,2007/03/30,filly,,,,,,,,
Awesome Eleanor,2007/05/19,filly,,,,,,,,
Awesome Encore,2007/03/06,gelding,70,1.8,Scioto Bootski,1998,94,3.5,Storm Boot,1989
Awesome Kisses,2007/03/30,gelding,70,1.0,Alphabet Kisses,2001,98,13.3,Alphabet Soup,1991
Awesome Liberty,2007/03/07,filly,,,,,,,,
Awesome Now,2007/02/02,colt,,,,,,,,
Awesome Start (IRE),2007/04/24,filly,,,,,,,,
Awesome Temper,2007/04/22,filly,15,0.1,Divine Angel,1999,64,2.0,Matty G,1993
Awesome Vow,2007/03/19,filly,76,2.0,Good as Her Word,2001,87,2.5,Alphabet Soup,1991
Awesome Yodel,2007/05/20,filly,,,,,,,,
Awesomo,2007/02/12,gelding,45,0.4,Tersa,1986,72,7.1,Mr. Prospector,1970
Azart Vtoroj,2007/03/23,colt,,,,,,,,
Bloom Again (JPN),2007/04/19,gelding,25,0.1,Tiz Royalty,2000,92,3.0,Cee's Tizzy,1987
Blu Jon,2007/05/09,gelding,72,2.8,Alpha Mama,1999,82,1.4,Unbridled's Song,1993
Blue Bandito,2007/02/22,colt,,,,,,,,
Bubble Gum,2007/01/26,filly,,,,,,,,
Buying Power,2007/04/04,filly,,,,,,,,
Caftan,2007/03/29,filly,83,1.8,Jilbab,1999,95,14.2,A.P. Indy,1989
Candado,2007/04/23,colt,,,,,,,,
Cat Wiesel,2007/04/04,filly,76,1.3,Jade Eyed,1999,99,10.5,Friendly Lover,1988
Chiloe,2007/02/16,filly,95,4.2,Christmas Star,1994,98,7.3,Star de Naskra,1975
Classic Affair,2007/04/04,filly,,,,,,,,
Coral Key,2007/01/31,gelding,,,,,,,,
Danon Suzuran (JPN),2007/02/17,filly,,,,,,,,
Do It Again Henry,2007/02/08,colt,12,0.1,Seattle Queen,2000,73,2.7,Seattle Slew,1974
Fair and Square,2007/03/31,filly,,,,,,,,
Fit and Awesome,2007/02/13,gelding,,,,,,,,
Forever Awesome,2007/02/12,colt,63,0.9,Caprice Miss,2002,94,3.7,Golden Missile,1995
Game On Dude,2007/04/26,gelding,99,69.6,Worldly Pleasure,2000,86,2.3,Devil His Due,1989
Giant's Tomb,2007/03/25,gelding,89,3.5,Song of the Wild,1998,99,12.3,Gone West,1984
Gota Agua,2007/04/05,colt,,,,,,,,
Happy Clapper,2007/02/04,filly,,,,,,,,
Harvest King,2007/03/12,gelding,68,0.8,Right Daddy,2002,98,7.0,Yes It's True,1996
Inkvizitor,2007/03/03,colt,,,,,,,,
Just,2007/05/16,filly,,,,,,,,
Just Alright,2007/04/20,colt,18,0.1,Marina Light,2002,74,1.3,Colony Light,1989
Kahshe,2007/02/15,filly,18,0.1,Silver Bird,2001,97,9.3,Lit de Justice,1990
Look Awesome,2007/05/01,filly,,,,,,,,
Lucky Irish Day,2007/02/20,gelding,69,1.2,Dispersed Reward,1998,89,2.4,Dispersal,1986
Lucky Stride,2007/01/22,gelding,,,,,,,,
Manzanilla,2007/03/29,filly,,,,,,,,
Medomak,2007/05/06,filly,15,0.1,Wiscasset,2000,,,Kris S.,1977
Mulhima,2007/03/02,filly,,,,,,,,
No Longer With Us,2007/04/20,colt,,,,,,,,
Okoboji View,2007/04/17,colt,25,0.2,Zinfandoll,1994,97,5.3,Sky Classic,1987
Prime Zip,2007/03/01,filly,,,,,,,,
Repeat Winner,2007/03/15,gelding,23,0.2,Ardum Relaunch,1999,91,3.4,Cee's Tizzy,1987
Reprise,2007/03/18,gelding,56,0.7,Curriculum,1999,,,Danzig,1977
Rosalinda,2007/04/03,filly,62,0.9,Gentle Ridge,2002,29,0.3,Bertrando,1989
Round N Round,2007/04/05,filly,,,,,,,,
Royal Heart,2007/03/31,filly,30,0.2,Siphonette,2001,68,1.0,Siphon (BRZ),1991
S' Avall,2007/02/03,filly,,,,,,,,
Sacred Ground,2007/01/20,colt,75,1.9,Moonlight Affair,1998,98,9.2,Friendly Lover,1988
Sassy Minx,2007/01/29,filly,,,,,,,,
Seco,2007/04/11,colt,45,0.4,Lentil,1999,90,2.8,Alphabet Soup,1991
Sharp Instinct,2007/02/07,filly,,,,,,,,
Spotfire,2007/04/13,colt,49,0.8,Wakigoer,1994,85,1.9,Miswaki,1978
Surreptitiously,2007/04/21,colt,60,1.1,Country Hideaway,1996,99,16.8,Seeking the Gold,1985
Thrill Factor,2007/03/31,gelding,59,0.7,Forever Paradise,2002,23,0.2,Tour d'Or,1982
Tiberian,2007/03/28,colt,,,,,,,,
Tiran,2007/05/21,colt,,,,,,,,
Tomcat Jack,2007/04/05,colt,,,,,,,,
World Record,2007/01/25,gelding,68,1.0,Finder's Fee,1997,99,10.2,Storm Cat,1983
Yarda,2007/04/29,filly,11,0.1,Mila,1998,73,3.1,Unbridled,1987
Yo Tambien,2007/04/19,gelding,79,1.5,Ruby Mist,2000,90,2.4,Red Ransom,1987
Unnamed,2008/03/28,colt,,,,,,,,
A Shin Burlington (JPN),2008/02/18,colt,71,2.6,Vermont Girl,1997,75,2.5,Mi Cielo,1990
Addicted Again,2008/04/08,gelding,5,0.0,Addicted,1998,84,1.8,Broad Brush,1983
All Time High,2008/03/27,filly,16,0.1,Oh What a Windfall,1996,93,8.4,Seeking the Gold,1985
Allura,2008/03/04,filly,61,0.9,Promise One,2002,71,0.9,Old Trieste,1995
Amen Again,2008/03/13,filly,55,0.7,Praise,1994,96,4.5,Mr. Prospector,1970
And Away We Go,2008/02/16,filly,,,,,,,,
Away Again,2008/04/26,filly,,,,,,,,
Awe Hush,2008/05/04,filly,88,2.7,Silent Stream,1997,97,7.3,Tricky Creek,1986
Awesome Acasha,2008/05/02,filly,,,,,,,,
Awesome Arceno,2008/04/07,gelding,,,,,,,,
Awesome Asset,2008/02/04,filly,1,0.0,Authorized Staff,1990,85,2.0,Relaunch,1976
Awesome Attack,2008/04/12,colt,69,1.1,Lady Bertrando,2002,69,1.6,Bertrando,1989
Awesome Bet,2008/04/07,colt,,,,,,,,
Awesome Brady,2008/02/17,gelding,31,0.3,Kobella Bean,2001,42,0.2,Mecke,1992
Awesome Delight (IRE),2008/05/07,gelding,0,0.8,Flight Delight,1994,93,4.2,Lear Fan,1981
Awesome Effort,2008/03/24,filly,,,,,,,,
Awesome Jojo,2008/02/10,colt,,,,,,,,
Awesome Merger,2008/02/17,gelding,51,0.9,Merger of Equals,2002,70,1.6,Holy Bull,1991
Awesome Natasha,2008/03/03,filly,11,0.1,Nigella,2001,,,Cozzene,1980
Awesome Patriot,2008/03/17,colt,,,,,,,,
Awesome Princess (VEN),2008/04/14,filly,,,,,,,,
Awesome Review,2008/04/16,gelding,64,0.8,Lil Broad Tee,2003,94,4.2,Lil E. Tee,1989
Awesome Symmetry,2008/04/23,filly,94,3.7,Valid Symmetry,1992,96,5.7,Valid Appeal,1972
Awesome Wonderer,2008/04/17,gelding,,,,,,,,
Awesomechristopher,2008/02/26,colt,36,0.3,Ellensburg,1997,80,1.6,Personal Flag,1983
Awesomemundo,2008/05/08,filly,98,7.8,One Fine Shweetie,1999,92,3.7,Shuailaan,1989
Awestruck Girl,2008/03/30,filly,,,,,,,,
Bahia Beach,2008/05/08,filly,84,1.9,Pop Princess,2000,89,6.2,Alphabet Soup,1991
Callmethesqueeze,2008/04/06,filly,89,3.8,Mop Squeezer,1996,86,2.5,Roanoke,1987
Cherry Sherry,2008/03/05,filly,,,,,,,,
Cheyenne Chief,2008/03/19,gelding,,,,,,,,
Cookngoodlookn,2008/04/04,filly,10,0.1,Gourmet Girl,1995,99,18.9,Cee's Tizzy,1987
Cozy Sunset,2008/03/31,filly,48,0.4,Cozy Star,1996,79,3.1,Cozzene,1980
Crystallo,2008/03/16,filly,,,,,,,,
D. C. Gene,2008/04/10,gelding,50,0.5,Cozzena Cozzena,1997,76,1.4,Cozzene,1980
Daiwa Roots (JPN),2008/04/09,colt,,,,,,,,
Dawly,2008/03/31,gelding,90,5.0,Usrah,2003,,,Tiznow,1997
Dream Big,2008/04/29,filly,63,0.9,Mandy's Gold,1998,99,18.6,Gilded Time,1990
Elle Again,2008/02/03,filly,,,,,,,,
Engelberg,2008/05/25,gelding,,,,,,,,
Exact Again,2008/03/26,gelding,48,0.6,Exact,1996,95,4.4,Twining,1991
Fact Is Im Awesome,2008/04/27,gelding,22,0.2,Royal Fact,1998,93,5.4,Known Fact,1977
Futurista,2008/03/13,filly,86,2.3,Raise a Beauty,1991,61,0.9,Alydar,1975
Gallant Mambo (AUS),2008/09/05,colt,0,1.1,Mambo Chatte,2001,,,Kingmambo,1990
Go Go Lolo,2008/05/08,filly,86,3.9,Selena Rose,1999,89,2.3,Honour and Glory,1993
Golddigging,2008/04/08,gelding,23,0.2,Finder's Fee,1997,99,10.2,Storm Cat,1983
Hammer Home,2008/03/14,colt,60,0.7,Alicita My Love,2000,86,2.4,Birdonthewire,1989
Harry Dexter,2008/04/04,colt,76,1.2,Field of Dreams,1997,94,3.4,Meadowlake,1983
I'm Just Awesome,2008/03/05,filly,,,,,,,,
Ibelievein U and I,2008/03/14,filly,,,,,,,,
In My Shadow,2008/01/05,gelding,7,0.0,Woodland Shadow,1999,56,1.1,Woodman,1983
Jade Glory Again,2008/02/16,gelding,60,0.7,Awesome Glory,2001,91,3.1,Honour and Glory,1993
Janie Sue,2008/04/15,filly,,,,,,,,
Just Married,2008/04/07,filly,,,,,,,,
Kingster,2008/03/07,colt,,,,,,,,
La Papessa (IRE),2008/03/05,filly,32,0.6,T C Kiss,1998,84,1.9,Judge T C,1991
Light Your World,2008/04/23,filly,82,2.5,Stop the Lights,2003,68,1.0,Storm Cat,1983
Little Whiskey,2008/04/29,gelding,37,0.4,Laurafina,2002,96,5.6,Cozzene,1980
Look Homeward,2008/03/17,filly,27,0.3,Angel Trumpet,2002,91,3.9,Cape Canaveral,1996
Mintlips,2008/02/27,filly,65,1.0,Icelips,1999,84,1.6,Unbridled,1987
Ms. Alias Smith,2008/02/16,filly,34,0.3,Paula Smith,1999,85,3.1,Red Ransom,1987
National,2008/04/19,gelding,82,1.9,Styler,1999,98,7.2,Holy Bull,1991
New Outlook,2008/05/05,colt,86,2.3,Tikkanita,2000,90,3.6,Cozzene,1980
Norma's Dream,2008/05/02,filly,60,0.8,Donna's Doll,2002,81,2.5,Pleasant Tap,1987
Ohbabyobeyme,2008/05/12,filly,,,,,,,,
Patriot's Voyage,2008/05/19,colt,75,3.0,Forest Secrets,1998,98,13.7,Forest Wildcat,1991
Piamento,2008/02/14,gelding,77,1.9,Maysville,2002,91,2.8,Notebook,1985
Pleasant Vale,2008/04/20,filly,14,0.1,Sweet Vale,1997,25,0.1,Wild Again,1980
Post Oak,2008/05/03,colt,,,,,,,,
Pretty Awesome,2008/04/13,gelding,,,,,,,,
Prospect Knight,2008/04/11,gelding,78,1.6,Skip Trial Miss,1997,79,1.5,Skip Trial,1982
Punched Again,2008/05/05,colt,,,,,,,,
Purely Awesome,2008/04/05,colt,71,1.1,Pure Wool,1993,90,3.4,Relaunch,1976
Quilchena Park,2008/03/10,gelding,42,0.4,Storm Forcast,2002,83,1.9,Slew Gin Fizz,1991
Rally Again,2008/04/04,colt,,,,,,,,
Renewing,2008/04/23,colt,60,1.0,Changing Seasons,1996,83,2.1,Katowice,1987
Rushmore,2008/06/01,colt,,,,,,,,
Russian Tiger,2008/03/26,colt,,,,,,,,
Saikyo Fast (JPN),2008/05/08,filly,1,0.0,Dulce Amor,2003,8,0.1,Cozzene,1980
Secret Asset,2008/02/19,filly,9,0.1,Smuggler,2002,98,25.7,Unbridled,1987
Signature Event,2008/03/09,gelding,65,1.0,Calico Flower,2003,,,Bertrando,1989
Skating,2008/01/18,filly,92,2.9,Melody Maiden,2001,89,2.4,Saint Ballado,1989
Sra. Bella,2008/03/09,filly,60,0.6,Holy Way,1999,61,0.6,Holy Bull,1991
Stone Harbor Rich,2008/02/24,gelding,21,0.2,Holy Spark,2000,77,1.6,Holy Bull,1991
Stunning Split,2008/05/07,gelding,69,1.9,Split the Arrow,1999,84,1.7,Smart Strike,1992
Sweet Again,2008/02/16,filly,,,,,,,,
True Temper,2008/02/29,filly,,,,,,,,
Uncut Stone (IRE),2008/03/08,gelding,14,0.1,Suitably Discreet,1998,,,Mr. Prospector,1970
Vitae,2008/04/05,filly,87,2.2,Bonita Meadow,1993,98,8.4,Meadowlake,1983
Warrens Heights,2008/02/12,gelding,39,0.4,She's Got Class,1997,12,0.0,Trempolino,1984
Write It Down,2008/02/25,colt,,,,,,,,
Yanolite,2008/01/31,filly,9,0.1,Silent Bull,2001,92,3.2,Holy Bull,1991
Zesty,2008/04/11,filly,,,,,,,,
Unnamed,2009/02/11,gelding,,,,,,,,
Unnamed,2009/03/31,filly,,,,,,,,
Unnamed,2009/03/08,colt,,,,,,,,
Altrista,2009/03/23,gelding,18,0.2,City Band,1994,98,11.2,Carson City,1987
Amazingly Awsome,2009/05/07,colt,,,,,,,,
Anichkov Most,2009/02/14,colt,,,,,,,,
Appia,2009/01/19,filly,,,,,,,,
Arann,2009/04/20,filly,84,1.8,Lakenheath,1998,98,7.4,Colonial Affair,1990
Aunt Glo,2009/02/14,filly,60,0.8,Brisquette,1998,97,5.4,Unbridled's Song,1993
Awesome Address,2009/03/03,gelding,46,0.6,Word of Mouth,2000,,,Saint Ballado,1989
Awesome Alexa,2009/03/08,filly,5,0.0,Chandelle,1995,85,1.8,Crafty Prospector,1979
Awesome Angie,2009/03/21,filly,,,,,,,,
Awesome Bella,2009/06/01,filly,,,,,,,,
Awesome Blitz,2009/04/11,gelding,57,0.8,Petrina Above,1995,94,3.6,Great Above,1972
Awesome Esteem,2009/04/21,colt,18,0.1,Out of Pride,1999,89,3.3,Out of Place,1987
Awesome Gisel,2009/02/06,filly,,,,,,,,
Awesome Intime,2009/05/06,colt,,,,,,,,
Awesome Life,2009/04/30,gelding,,,,,,,,
Awesome Maneuver,2009/03/30,filly,,,,,,,,
Awesome Overture,2009/02/28,gelding,90,5.4,Fifth Overture,2001,80,6.3,Pulpit,1994
Awesome Pearl,2009/02/13,gelding,53,0.5,Gottcha Last,1997,91,2.7,Pleasant Tap,1987
Awesome Story,2009/04/19,filly,54,0.7,Drexel Monorail,1999,95,4.1,Glitterman,1985
Awesome Turn,2009/03/14,filly,,,,,,,,
Awesome Venture (AUS),2009/09/01,filly,,,,,,,,
Awesome Vision,2009/02/27,colt,93,5.0,Blind Canyon,2001,76,1.5,Valley Crossing,1988
